   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 openmm.py:40(_swig_setattr_nondynamic_class_variable)
        1    0.000    0.000    0.000    0.000 exceptions.py:735(AmbiguousAtomChemicalAssignment)
        1    0.000    0.000    0.000    0.000 exceptions.py:748(AmbiguousBondChemicalAssignment)
        1    0.000    0.000    0.000    0.000 exceptions.py:20(IncompatibleUnitError)
        1    0.000    0.000    0.000    0.000 __init__.py:3469(Message)
        1    0.000    0.000    0.000    0.000 __init__.py:4002(_setit)
        1    0.000    0.000    0.000    0.000 __init__.py:4201(BitmapImage)
        1    0.000    0.000    0.000    0.000 model.py:261(PointerType)
        1    0.000    0.000    0.000    0.000 model.py:97(BasePrimitiveType)
        1    0.000    0.000    0.000    0.000 argparse.py:1054(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencodeerrors}
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        1    0.000    0.000    0.000    0.000 pathlib.py:1398(WindowsPath)
        1    0.000    0.000    0.000    0.000 parse.py:342(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1222(IntegerFormat)
        1    0.000    0.000    0.000    0.000 _array_like.py:160(_UnknownType)
        1    0.000    0.000    0.000    0.000 extras.py:1637(mr_class)
        1    0.000    0.000    0.000    0.000 __init__.py:1319(disable)
        1    0.000    0.000    0.000    0.000 __init__.py:523(FileHash)
        1    0.000    0.000    0.000    0.000 abc.py:267(FileLoader)
        1    0.000    0.000    0.000    0.000 coreviews.py:247(UnionMultiAdjacency)
        1    0.000    0.000    0.000    0.000 ElementTree.py:106(ParseError)
        1    0.000    0.000    0.000    0.000 isomorphvf2.py:933(DiGMState)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(OpenFFError)
        1    0.000    0.000    0.000    0.000 compat.py:41(BehaviorChangeWarning)
        1    0.000    0.000    0.000    0.000 plural.py:325(RuleError)
        1    0.000    0.000    0.000    0.000 cyaml.py:68(CSafeDumper)
        1    0.000    0.000    0.000    0.000 serializer.py:8(SerializerError)
        1    0.000    0.000    0.000    0.000 thread.py:112(BrokenThreadPool)
        1    0.000    0.000    0.000    0.000 cloudpickle.py:476(instance)
        1    0.000    0.000    0.000    0.000 <decorator-gen-0>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-6>:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:697(SubstructureAtomSmartsInvalid)
        1    0.000    0.000    0.000    0.000 exceptions.py:96(MoleculeParseError)
        1    0.000    0.000    0.000    0.000 model.py:285(NamedPointerType)
        1    0.000    0.000    0.000    0.000 argparse.py:999(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1151(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1249(_ExtendAction)
        2    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 _parser.py:99(checklookbehindgroup)
        1    0.000    0.000    0.000    0.000 threading.py:1206(daemon)
        2    0.000    0.000    0.000    0.000 subprocess.py:1089(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:1407(_MainThread)
        1    0.000    0.000    0.000    0.000 shutil.py:64(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:67(SpecialFileError)
        2    0.000    0.000    0.000    0.000 multiarray.py:669(result_type)
        1    0.000    0.000    0.000    0.000 context.py:306(SpawnContext)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 parse.py:336(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:350(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:355(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1235(BoolFormat)
        1    0.000    0.000    0.000    0.000 _endian.py:55(BigEndianUnion)
        1    0.000    0.000    0.000    0.000 {built-in method numpy._using_numpy2_behavior}
        1    0.000    0.000    0.000    0.000 index_tricks.py:537(CClass)
        1    0.000    0.000    0.000    0.000 linalg.py:488(_unary_dispatcher)
        1    0.000    0.000    0.000    0.000 _iotools.py:421(ConverterError)
        1    0.000    0.000    0.000    0.000 polyutils.py:47(RankWarning)
        1    0.000    0.000    0.000    0.000 core.py:148(MAError)
        1    0.000    0.000    0.000    0.000 core.py:156(MaskError)
        1    0.000    0.000    0.000    0.000 extras.py:263(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 extras.py:319(_fromnxfunction_allargs)
        1    0.000    0.000    0.000    0.000 exception.py:31(NetworkXError)
        1    0.000    0.000    0.000    0.000 gzip.py:117(BadGzipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:43(BadZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:645(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 calendar.py:162(setfirstweekday)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 _adapters.py:143(__init__)
        1    0.000    0.000    0.000    0.000 cp437.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp437.py:25(StreamWriter)
        1    0.000    0.000    0.000    0.000 cp437.py:28(StreamReader)
        1    0.000    0.000    0.000    0.000 graph.py:44(_CachedPropertyResetterNode)
        1    0.000    0.000    0.000    0.000 digraph.py:48(_CachedPropertyResetterPred)
        1    0.000    0.000    0.000    0.000 coreviews.py:359(FilterMultiAdjacency)
        1    0.000    0.000    0.000    0.000 reportviews.py:565(InDegreeView)
        1    0.000    0.000    0.000    0.000 reportviews.py:628(DiMultiDegreeView)
        1    0.000    0.000    0.000    0.000 queue.py:23(Full)
        1    0.000    0.000    0.000    0.000 errors.py:74(PintError)
        1    0.000    0.000    0.000    0.000 units.py:13(UnknownUnitError)
        1    0.000    0.000    0.000    0.000 numbers.py:559(UnknownCurrencyFormatError)
        1    0.000    0.000    0.000    0.000 tokens.py:60(FlowMappingEndToken)
        1    0.000    0.000    0.000    0.000 tokens.py:75(AliasToken)
        1    0.000    0.000    0.000    0.000 events.py:64(ScalarEvent)
        1    0.000    0.000    0.000    0.000 cyaml.py:23(CSafeLoader)
        1    0.000    0.000    0.000    0.000 resolver.py:9(ResolverError)
        1    0.000    0.000    0.000    0.000 cyaml.py:30(CFullLoader)
        1    0.000    0.000    0.000    0.000 cyaml.py:37(CUnsafeLoader)
        1    0.000    0.000    0.000    0.000 emitter.py:14(EmitterError)
        1    0.000    0.000    0.000    0.000 tokens.py:31(StreamStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:96(ScalarToken)
        1    0.000    0.000    0.000    0.000 events.py:45(DocumentStartEvent)
        1    0.000    0.000    0.000    0.000 events.py:54(DocumentEndEvent)
        1    0.000    0.000    0.000    0.000 representer.py:10(RepresenterError)
        1    0.000    0.000    0.000    0.000 _common.py:324(ZombieProcess)
        1    0.000    0.000    0.000    0.000 _common.py:630(deprecated_method)
        1    0.000    0.000    0.000    0.000 pool.py:906(IMapUnorderedIterator)
        1    0.000    0.000    0.000    0.000 process.py:151(_ResultItem)
        1    0.000    0.000    0.000    0.000 nodes.py:286(Helper)
        1    0.000    0.000    0.000    0.000 nodes.py:569(Literal)
        1    0.000    0.000    0.000    0.000 nodes.py:965(Add)
        1    0.000    0.000    0.000    0.000 compiler.py:293(CompilerExit)
        1    0.000    0.000    0.000    0.000 exceptions.py:139(TemplateAssertionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:147(TemplateRuntimeError)
        1    0.000    0.000    0.000    0.000 _base.py:16(SparseWarning)
        1    0.000    0.000    0.000    0.000 _base.py:1454(sparray)
        1    0.000    0.000    0.000    0.000 <decorator-gen-4>:1(<module>)
        1    0.000    0.000    0.000    0.000 linsolve.py:25(MatrixRankWarning)
        1    0.000    0.000    0.000    0.000 quantity.py:35(wrapper)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2611(_NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2737(Buffer)
        1    0.000    0.000    0.000    0.000 exceptions.py:32(IncompatibleTypeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:48(LicenseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:80(ChargeCalculationError)
        1    0.000    0.000    0.000    0.000 exceptions.py:105(AtomMappingWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:117(InvalidConformerError)
        1    0.000    0.000    0.000    0.000 exceptions.py:126(SmilesParsingError)
        1    0.000    0.000    0.000    0.000 exceptions.py:132(NotAttachedToMoleculeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:144(AtomNotInTopologyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:160(BondExistsError)
        1    0.000    0.000    0.000    0.000 exceptions.py:164(ConstraintExsistsError)
        1    0.000    0.000    0.000    0.000 exceptions.py:180(InvalidBondOrderError)
        1    0.000    0.000    0.000    0.000 exceptions.py:186(InvalidBoxVectorsError)
        1    0.000    0.000    0.000    0.000 exceptions.py:232(SMIRNOFFVersionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:238(SMIRNOFFAromaticityError)
        1    0.000    0.000    0.000    0.000 exceptions.py:364(UnsupportedMoleculeConversionError)
        1    0.000    0.000    0.000    0.000 openbabel.py:4007(OBIterWithDepth)
        1    0.000    0.000    0.000    0.000 openbabel.py:4043(OBMolPairIter)
        1    0.000    0.000    0.000    0.000 openbabel.py:4052(OBResidueIter)
        1    0.000    0.000    0.000    0.000 __init__.py:3462(Menubutton)
        1    0.000    0.000    0.000    0.000 __init__.py:2646(Widget)
        1    0.000    0.000    0.000    0.000 error.py:17(VerificationError)
        1    0.000    0.000    0.000    0.000 threading.py:805(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 exceptions.py:74(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:177(c_ulong)
        1    0.000    0.000    0.000    0.000 __init__.py:223(c_ubyte)
        1    0.000    0.000    0.000    0.000 __init__.py:67(_256Bit)
        1    0.000    0.000    0.000    0.000 __init__.py:70(_128Bit)
        1    0.000    0.000    0.000    0.000 __init__.py:76(_80Bit)
        1    0.000    0.000    0.000    0.000 __init__.py:88(_8Bit)
        1    0.000    0.000    0.000    0.000 _iotools.py:429(ConverterLockError)
        1    0.000    0.000    0.000    0.000 core.py:830(__init__)
        1    0.000    0.000    0.000    0.000 exception.py:60(NetworkXNoPath)
        1    0.000    0.000    0.000    0.000 exception.py:70(HasACycle)
        1    0.000    0.000    0.000    0.000 errors.py:107(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 exceptions.py:12(NoneQuantityError)
        1    0.000    0.000    0.000    0.000 loader.py:21(FullLoader)
        1    0.000    0.000    0.000    0.000 composer.py:8(ComposerError)
        1    0.000    0.000    0.000    0.000 resolver.py:167(Resolver)
        1    0.000    0.000    0.000    0.000 cyaml.py:44(CLoader)
        1    0.000    0.000    0.000    0.000 nodes.py:951(Div)
        1    0.000    0.000    0.000    0.000 nodes.py:1114(ContextReference)
        1    0.000    0.000    0.000    0.000 nodes.py:1141(Continue)
        1    0.000    0.000    0.000    0.000 exceptions.py:153(UndefinedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:157(SecurityError)
        1    0.000    0.000    0.000    0.000 _lil.py:556(lil_matrix)
        1    0.000    0.000    0.000    0.000 _dok.py:454(dok_array)
        1    0.000    0.000    0.000    0.000 _coo.py:629(coo_array)
        1    0.000    0.000    0.000    0.000 _bsr.py:729(bsr_array)
        1    0.000    0.000    0.000    0.000 _sf_error.py:13(SpecialFunctionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:26(IncompatibleShapeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:38(MissingPackageError)
        1    0.000    0.000    0.000    0.000 exceptions.py:56(InvalidToolkitRegistryError)
        1    0.000    0.000    0.000    0.000 exceptions.py:64(GAFFAtomTypeWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:72(IncorrectNumConformersError)
        1    0.000    0.000    0.000    0.000 exceptions.py:76(IncorrectNumConformersWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:113(RadicalsNotSupportedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:174(NotBondedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:204(SMIRKSMismatchError)
        1    0.000    0.000    0.000    0.000 exceptions.py:211(SMIRKSParsingError)
        1    0.000    0.000    0.000    0.000 exceptions.py:226(ParameterHandlerRegistrationError)
        1    0.000    0.000    0.000    0.000 exceptions.py:250(SMIRNOFFParseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:258(PartialChargeVirtualSitesError)
        1    0.000    0.000    0.000    0.000 exceptions.py:277(FractionalBondOrderInterpolationMethodUnsupportedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:386(MultipleMoleculesInPDBError)
        1    0.000    0.000    0.000    0.000 exceptions.py:390(WrongShapeError)
        1    0.000    0.000    0.000    0.000 openbabel.py:4031(OBMolAtomIter)
        1    0.000    0.000    0.000    0.000 openbabel.py:4046(OBMolRingIter)
        1    0.000    0.000    0.000    0.000 openbabel.py:4055(OBResidueAtomIter)
        1    0.000    0.000    0.000    0.000 Image.py:2826(ImagePointHandler)
        1    0.000    0.000    0.000    0.000 common.py:71(NotSupportedError)
        1    0.000    0.000    0.000    0.000 {function _typedict.__getitem__ at 0x10a990b80}
        1    0.000    0.000    0.000    0.000 <frozen codecs>:276(reset)
        1    0.000    0.000    0.000    0.000 shutil.py:61(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:77(RegistryError)
        1    0.000    0.000    0.000    0.000 shutil.py:81(_GiveupOnFastCopy)
        1    0.000    0.000    0.000    0.000 random.py:814(seed)
        1    0.000    0.000    0.000    0.000 exceptions.py:189(DTypePromotionError)
        1    0.000    0.000    0.000    0.000 multiarray.py:741(dot)
